"filename", "language", "Dart", "comment", "blank", "total"
"d:\Flutter Application\book_store_manager\lib\widgets\dialogs\confirm_dialog.dart", "Dart", 106, 0, 4, 110
"d:\Flutter Application\book_store_manager\lib\widgets\dialogs\loading_dialog.dart", "Dart", 28, 0, 3, 31
"d:\Flutter Application\book_store_manager\lib\widgets\dialogs\pick_image_option_dialog.dart", "Dart", 67, 18, 4, 89
"d:\Flutter Application\book_store_manager\lib\widgets\dialogs\sales_dialog.dart", "Dart", 263, 0, 11, 274
"d:\Flutter Application\book_store_manager\lib\widgets\dialogs\warning_dialog.dart", "Dart", 66, 0, 5, 71
"d:\Flutter Application\book_store_manager\lib\widgets\empty_feedback_list.dart", "Dart", 34, 0, 4, 38
"d:\Flutter Application\book_store_manager\lib\widgets\empty_import_list.dart", "Dart", 34, 0, 3, 37
"d:\Flutter Application\book_store_manager\lib\widgets\empty_orders_list.dart", "Dart", 34, 0, 3, 37
"d:\Flutter Application\book_store_manager\lib\widgets\flag_cllip_path.dart", "Dart", 17, 0, 5, 22
"d:\Flutter Application\book_store_manager\lib\widgets\loading\home_loading_page.dart", "Dart", 17, 0, 3, 20
"d:\Flutter Application\book_store_manager\lib\widgets\loading\loading_list.dart", "Dart", 18, 0, 4, 22
"d:\Flutter Application\book_store_manager\lib\widgets\month_picker.dart", "Dart", 99, 0, 9, 108
"d:\Flutter Application\book_store_manager\lib\widgets\page_route_transition.dart", "Dart", 18, 0, 4, 22
"d:\Flutter Application\book_store_manager\lib\widgets\statistic_item.dart", "Dart", 66, 0, 4, 70
"d:\Flutter Application\book_store_manager\lib\widgets\title.dart", "Dart", 18, 0, 4, 22
"d:\Flutter Application\book_store_manager\lib\widgets\year_picker.dart", "Dart", 103, 0, 10, 113
"Total", "-", 17601, 170, 1903, 19674
